gene	log2fc	pval
NLRC4	-0.928	0.3089649
METRNL	0.626	0.3090446
DLX2	-1.4	0.3090979
PLA2G5	2.11	0.309202
DRC3	-0.745	0.3092215
KCNK10	-2.74	0.3092619
ADCY9	0.557	0.3092777
IRF8	-0.648	0.3092967
NDUFA11	0.806	0.3093255
LINC00309	-0.614	0.3093537
SLC25A44	0.577	0.309471
ZBTB11-AS1	2.14	0.3095075
BBS4	-0.544	0.3095307
CEP164	-0.772	0.3095373
ABHD12	-0.703	0.3095414
ZNF563	-0.592	0.309543
LOC84214	1.54	0.3095789
SUGP2	-0.554	0.3095946
LOC283045	-0.589	0.3096009
LOC93444	1.09	0.3096197
KLF16	1.06	0.3097757
C3ORF38	0.662	0.3097885
CANX	-1.45	0.3098245
ADIPOR2	-0.634	0.309834
LMO2	0.628	0.3098407
ZBP1	-0.602	0.3098422
LINC00908	1.33	0.3098504
SMARCD2	0.583	0.3098966
SRSF10	0.695	0.3099015
COLEC12	-0.536	0.3099232
SEC61B	0.924	0.3099448
NAA20	-0.532	0.3099752
MED29	-0.79	0.3099841
CLCN4	0.767	0.3099963
PTPRD-AS1	-1.11	0.3100156
LINC00867	1.98	0.3100959
LINC00881	-0.667	0.3101964
PCNP	0.537	0.3102716
NBAT1	1.14	0.3103169
SLC7A10	1.05	0.3103614
PDCD6IP	-0.666	0.3103952
SEMG1	-1.53	0.3103966
NPR1	0.562	0.3104064
VAMP5	-0.6	0.3104322
UBBP2	-0.84	0.3104402
COX19	0.72	0.3104432
TFG	-0.767	0.3104523
ZNF395	0.535	0.3105078
TTC6	1.81	0.3105297
SPHK2	-1.05	0.310549
AKR1C6P	-0.803	0.3106075
NLGN4X	1.0	0.3107007
LOC101928618	-2.46	0.3107199
GRIK1	0.62	0.3107709
SDPR	-0.647	0.3108696
SLC39A4	0.92	0.3110026
LINC01304	1.26	0.3110058
ACTB	-0.789	0.3110091
LOC100131662	-0.848	0.3111834
BBIP1	-0.532	0.3112397
LOC100128751	-0.583	0.3113199
BNC2	-2.16	0.3113763
VWA5B1	0.77	0.3114641
TCEANC	0.543	0.3115342
CHEK2	-1.16	0.3115449
PUS10	-0.919	0.3115452
IER3	-0.655	0.3116432
EP400NL	-0.681	0.3116633
COMMD8	-0.534	0.3116664
NOTCH2	-0.608	0.3117314
WDR77	-0.632	0.3117421
SAMD8	-0.57	0.3117943
DDX58	-0.674	0.3118523
GCFC2	-0.596	0.3119108
DNAJC7	0.609	0.3119892
ALDH1A3	-0.768	0.3120796
HIST1H1B	0.711	0.3120847
CMAS	0.656	0.3122419
TXLNB	-2.03	0.3123429
ERF	-0.832	0.3123622
BAIAP2-AS1	0.585	0.3123691
TLX3	2.47	0.3124128
LINC01104	1.15	0.312464
ZNF503-AS2	-1.73	0.312575
SELENBP1	0.557	0.31265
MAPRE3	-1.47	0.3126799
GRK3	0.727	0.3126832
NUFIP2	0.55	0.3127453
RBM38	0.561	0.3128489
HIST1H4PS1	2.21	0.3128693
PCAT6	0.788	0.3130931
HIF3A	-0.601	0.3132033
C20ORF166-AS1	0.585	0.3132113
NMRAL1	-0.669	0.3132321
C1GALT1C1L	-0.534	0.3132872
UTS2	2.89	0.3133018
CCDC185	-2.18	0.3133117
LOC253573	1.91	0.3133505
PTP4A1	1.57	0.3133539
LGI3	-0.708	0.3133648
USP24	0.538	0.3133857
DSTN	-0.528	0.3134183
PHEX-AS1	0.988	0.3134282
CASP2	0.825	0.3134383
IL12A-AS1	0.567	0.3134639
CTSO	-0.546	0.3134948
FZD2	0.972	0.3135051
ALOX12P2	0.932	0.3135658
ZNF627	0.573	0.3135715
PTPRF	0.561	0.3135898
CD93	-2.07	0.3136051
RFC1	-2.22	0.3137228
SP1	0.527	0.3137242
WDR59	0.534	0.3137517
LOC401068	-2.44	0.3138735
FGF14-AS2	-0.53	0.3139043
ZNF10	-0.614	0.313965
ADGRF4	-0.851	0.3140255
GNG8	-0.914	0.3140642
GPR158	1.29	0.314265
NAA16	0.571	0.3142978
LAMA5	0.774	0.3143047
LOC102724094	0.668	0.3143378
PTEN	0.758	0.3144274
GAPT	-1.53	0.3144926
INTS4P1	1.67	0.3145165
BARHL1	1.82	0.3145248
VPS53	1.28	0.314583
FAM219B	-0.558	0.3146598
SLC25A42	0.59	0.3146896
WDR48	-0.586	0.3147659
SSTR2	0.803	0.3147793
NCAPD2	0.712	0.314783
BMPR2	-0.561	0.3148936
ADAMTSL3	-0.981	0.3149131
ZNF689	0.583	0.3149396
NCL	0.888	0.314945
LINC00667	-0.749	0.3149851
ANKRD44-IT1	-0.562	0.3150126
PKIB	2.38	0.3150358
DTWD2	0.585	0.3150497
RASL11A	0.862	0.315089
ARID2	0.679	0.3151399
LAMB3	0.594	0.3151781
ROR1-AS1	1.7	0.3151985
PIGW	-0.59	0.3152117
BARX1	1.09	0.3152486
LOC401176	0.683	0.3152494
DNTTIP2	0.523	0.3152659
AK3	-0.603	0.3153217
ZFPL1	0.768	0.3153566
PSMA8	-0.892	0.3153798
NTRK2	0.696	0.3154647
AFTPH	0.681	0.3155423
TECPR1	-0.595	0.3156487
FBXL14	0.587	0.3156747
WDCP	0.598	0.3156778
ATP13A3	-0.903	0.3157514
TMEM38A	0.675	0.3157574
MMP11	0.533	0.3157609
LINC00642	0.543	0.3158385
POPDC2	-0.926	0.3158449
ZNF572	-0.796	0.3158898
RNASEH2A	-0.586	0.3159159
LOC100288490	-0.629	0.3159281
RACGAP1	0.603	0.3159636
MGC15885	-1.44	0.315978
SH3BP5-AS1	-0.993	0.3160011
ZP2	2.43	0.3160531
TMEM132D	0.785	0.3160903
SIGLEC8	-0.88	0.3161181
PGRMC2	0.522	0.3161201
GNPTAB	0.733	0.3161434
ATP10D	-0.544	0.3161523
EPB41	2.61	0.3161999
RPL12	-0.617	0.3162094
TLDC2	1.5	0.3162604
LOC101928968	1.56	0.3162751
SRGAP2C	0.919	0.3162952
MAP3K15	-1.36	0.3163336
DISP3	0.751	0.3163695
AGXT2	-1.38	0.3163811
LSM8	0.954	0.3165591
CCDC93	-0.731	0.3165625
ZNF256	-0.631	0.3165846
ATG10	-0.578	0.3167072
CCDC53	-0.556	0.3167703
CYP7A1	2.48	0.3168284
GATAD2A	0.615	0.316902
C1GALT1	-0.569	0.3169308
FAM71C	0.648	0.3170121
RP2	-1.48	0.3172896
C6ORF62	-0.646	0.3173519
IER2	0.563	0.3173652
BLNK	-0.774	0.3173809
TRNT1	0.587	0.3174271
FLJ37453	1.45	0.317577
WDFY3	0.522	0.3175773
IFT88	-0.62	0.3176178
LOC101929084	-1.49	0.3176255
ENDOU	-1.16	0.3176609
SAE1	0.574	0.317721
WDR1	-0.564	0.3177532
ADPRHL2	0.519	0.3177653
TMSB4X	-0.535	0.3178427
FFAR2	-1.97	0.3178518
ZBED2	-1.49	0.3178937
KLHDC4	0.519	0.3178997
MRPL27	0.528	0.3179575
LPO	-2.01	0.3179652
CAB39L	-0.662	0.3180274
LUM	-2.37	0.3180742
EIF2S1	0.527	0.3180856
PHGDH	0.703	0.3180887
GUSBP1	-0.702	0.318108
C14ORF178	-0.976	0.3181509
C3P1	1.42	0.3182262
C9ORF78	0.581	0.3182539
ADGRG2	0.634	0.3183424
GALNT8	0.557	0.318368
UBL3	0.546	0.3184045
CHD9	-0.884	0.3184103
NUDT18	-1.31	0.3184205
SLC35A2	0.619	0.3184439
CRB1	1.25	0.31846
NRK	2.6	0.3184802
HAGH	0.562	0.3185195
ZBTB45	-0.942	0.3185267
NAA15	0.541	0.3185485
JAKMIP2	0.584	0.3186378
ZAN	0.664	0.3186463
ATP5D	0.518	0.3186548
C19ORF70	-0.579	0.3187605
AGXT	1.42	0.3187658
NIPSNAP3A	-0.76	0.3187831
CASP4	-0.612	0.3188014
ACTL8	0.847	0.3188616
MORN4	-0.641	0.3188816
NDE1	0.622	0.318883
SSBP4	1.06	0.3189857
CHMP6	-0.545	0.3190165
GLCCI1	1.05	0.3190933
PRPF38B	0.739	0.3191044
RDH12	-1.18	0.3191154
CRB3	1.7	0.3191657
HMGXB4	0.525	0.3191794
PHYH	0.522	0.3192191
LINC00935	1.1	0.3192811
SLC39A5	-1.24	0.3194193
ZFHX4	-0.877	0.3194405
AFF2	0.908	0.3194583
HAUS1	-0.618	0.319468
COL11A1	0.715	0.3194808
GNRHR2	1.28	0.3194963
WDR83	0.519	0.3195531
PART1	-1.78	0.319641
STX18	-0.735	0.3196659
SPON1	-1.86	0.3196758
TMEM65	0.573	0.3197009
SNORA72	0.595	0.3197632
KCNT2	-0.557	0.3197681
JPH1	1.36	0.3197954
ABCC3	1.52	0.3198085
MBOAT7	-0.614	0.3198153
GPR153	0.62	0.3199137
CFP	1.07	0.3199925
SNX13	-0.786	0.319998
CCT4	0.646	0.3200353
CIB4	2.05	0.3200463
ESRP1	1.76	0.3200493
DCTD	-0.542	0.3200503
ATP6V0A2	-0.644	0.3200538
HAGLR	-1.65	0.3200833
SEMA4D	0.818	0.3201686
SNRPD3	-0.527	0.320184
LOC100130691	-0.624	0.3202004
ARL11	-0.53	0.3202695
RAB20	0.864	0.3203203
RNA45S5	-1.17	0.3203255
TBC1D31	0.524	0.3203309
GRAMD2	0.566	0.3204179
CMTM2	-1.29	0.3204267
JRK	-0.818	0.3205993
TNFRSF11A	-0.53	0.3206546
ZNF808	1.32	0.320661
KANK1	-0.669	0.3206633
GSTCD	-0.603	0.3207552
SMIM13	0.76	0.3207559
SOCS5	0.776	0.3207717
FAM83C-AS1	-1.92	0.3207881
VGF	0.563	0.3208634
RLBP1	-0.604	0.3210509
LRRC32	-0.714	0.3211138
SNAPC5	-0.526	0.3211374
MSLN	0.914	0.3211746
SLC30A10	-1.2	0.3211989
TCAF1	1.2	0.3213046
RSL1D1	0.745	0.3213102
SETBP1	0.669	0.3213137
LCT	0.841	0.3213445
LATS1	-0.763	0.3213602
TTC23	-0.665	0.3213928
PSD4	0.66	0.3214201
APOBEC3G	-0.75	0.3214276
SLC25A47	1.8	0.3214684
BCAN	-0.642	0.3214773
MAMLD1	0.868	0.3215774
LDOC1	-0.526	0.3215873
FAM126B	0.868	0.3216994
GTF3C4	0.801	0.3217057
B9D1	-1.6	0.3217568
TNP2	-0.77	0.3218152
IGHMBP2	-0.745	0.3218297
APPBP2	-0.642	0.3218319
ZNF583	0.569	0.3218417
HIST1H2BC	-0.531	0.3218898
C8ORF59	-0.598	0.3218956
FAM111A	-0.888	0.3219072
PENK	0.826	0.3219279
HOOK1	1.22	0.3219478
INPP5J	1.22	0.3219823
CPNE8	0.529	0.32201
LOC106146153	0.568	0.3220409
RTN4	0.703	0.3220545
MT3	-0.593	0.3220827
LINC00265	-2.0	0.3221415
LOC101927824	1.45	0.322174
RHOD	0.556	0.3223425
SNAP29	0.558	0.3223796
CASQ1	0.538	0.3223813
ADAMTS13	-0.674	0.322383
CERS3	-2.23	0.3223897
ZNF836	-1.89	0.3223929
CCDC152	-0.602	0.3226035
TRMT10B	0.579	0.3226154
SLCO1B1	1.66	0.3226208
ZCCHC6	-1.4	0.322639
GDE1	-0.79	0.3226623
DCAF16	-0.989	0.3226881
LOC283435	-0.513	0.3226961
TMEM242	0.727	0.3227019
FAM63A	0.586	0.3227116
TJAP1	-0.554	0.3227609
SREK1	-1.47	0.3228284
TRIM78P	-0.863	0.3229663
PQLC1	1.8	0.3229843
NDUFS2	0.534	0.3230478
NUDT12	-0.643	0.3230824
FXYD1	-0.562	0.3231008
ABCG4	0.841	0.3232429
UEVLD	-0.651	0.3232742
SPEM1	0.608	0.3233034
GZMM	-1.58	0.3233092
SORCS1	0.997	0.3233685
KCNH8	0.91	0.3233803
TMEM187	-0.644	0.3234406
GDNF	1.45	0.3234443
SLC26A8	1.71	0.3234775
MRM1	-1.58	0.3234851
BAX	0.548	0.3235045
RPL35A	-0.928	0.3235761
ATP5L	0.562	0.3235855
FBLL1	0.552	0.323691
ACSBG1	-1.29	0.323729
LINC01140	0.533	0.3237461
PRDM15	-1.73	0.3237502
ANXA11	-0.557	0.3237658
SSRP1	0.52	0.3237696
FBXW7	1.73	0.3237983
RPS6KA2-AS1	1.5	0.3238399
THRA	0.681	0.3238857
MGC24103	-1.37	0.3240115
C11ORF80	1.13	0.324026
SAXO1	-0.986	0.3241965
IL17RE	0.837	0.3242355
COX18	1.6	0.3242377
PHF20L1	-0.549	0.3243573
GABRD	3.08	0.324399
SLC16A4	-0.769	0.3244505
MYOZ1	-0.611	0.324457
WAC-AS1	-0.601	0.3244946
CCDC186	0.646	0.3245035
TMEM50B	-0.514	0.3245228
TET2	0.604	0.3246008
USH1G	-1.63	0.3247065
LINC00588	-2.87	0.3247628
HNCAT21	1.91	0.3248287
BPIFA1	1.27	0.3248425
LOC100506472	0.564	0.3248609
TIAF1	0.79	0.3249087
RBMS1	-0.616	0.3249427
TRMT2B	-0.551	0.3249626
PAPSS1	-0.567	0.3249815
NIPSNAP1	-0.551	0.3250068
TTC21A	-0.593	0.3250371
FAM71F1	-2.19	0.3250578
CHIC2	0.53	0.3250886
LOC730202	-2.1	0.3251152
LINC00493	0.527	0.325142
LOC284219	1.1	0.3251734
LOC728323	0.522	0.3252146
SFN	2.36	0.325257
CRIPAK	-0.532	0.3252687
LINC00280	0.591	0.3252735
ATAD2B	-0.824	0.325339
OSBP	0.669	0.3253975
ZIC5	0.803	0.3254658
RORA-AS1	1.38	0.3255785
PPP1R7	1.81	0.3256287
GPX1	-0.733	0.3257685
REG3A	-1.4	0.3258629
PPP3CB-AS1	-0.614	0.3259364
SERPINF2	-1.33	0.3259368
HBD	-0.777	0.326022
L1CAM	0.78	0.3260444
MYOG	0.883	0.326069
CYP4F3	-0.838	0.3261704
ANXA9	0.883	0.3262278
LYPD5	0.839	0.3262383
FAAP100	-1.0	0.3262879
LRFN3	-0.881	0.3263128
PUDP	-0.53	0.3263479
OTX2-AS1	-2.26	0.326443
CLIP3	-0.521	0.3264834
LOC101928370	-1.87	0.3264842
ICE2	-0.587	0.3264886
GVQW2	0.562	0.326526
THAP6	-0.514	0.326539
NUP153	0.564	0.3265651
LOC340357	0.838	0.3265678
GSTT2	-1.54	0.3265917
PPP2R5A	-0.608	0.3266962
CYP4Z1	-1.58	0.3267209
SNX1	-0.596	0.3267854
FAM229A	-0.56	0.326811
NUDT9	0.515	0.3268444
MYO1A	-0.836	0.3268787
WEE2-AS1	-1.11	0.3268825
LOC285889	-1.56	0.326887
BHMT2	-0.558	0.3268981
DMC1	-1.91	0.3269019
PLCB1	-0.557	0.3269219
STAC2	0.51	0.3269396
COL24A1	-2.0	0.3269518
XIAP	0.514	0.3272246
CCDC28A	0.542	0.3274508
IMMP1L	-1.04	0.3274765
SYT9	0.634	0.3274828
INPP4B	-1.3	0.3275405
CD247	0.794	0.3275897
ZNF675	0.56	0.3276017
SERTAD4-AS1	0.916	0.3276434
GTF2H4	-0.546	0.3276528
KIAA1522	0.745	0.3276767
FAM26E	-1.16	0.3278217
ASAP3	0.651	0.3278584
EEF1AKMT1	-0.529	0.3278633
BACE2	-0.837	0.3278772
ITGB2	-1.61	0.3278912
CD300LF	-1.67	0.3279399
LOC105371809	0.603	0.3279937
HCN2	0.517	0.3280522
RBM22	-1.04	0.3280613
NEDD1	-0.511	0.3280817
TAMM41	-0.606	0.3281106
CYB5D2	-0.641	0.3281441
KIAA1755	-1.85	0.3281848
LOC101928697	1.81	0.3282085
NDUFV1	1.1	0.3282119
ABTB1	-2.03	0.3282836
SOCS2-AS1	-1.19	0.3282971
HDAC8	-0.593	0.3283429
NTPCR	0.725	0.32835
LOC730102	-0.821	0.3284004
SMARCD3	1.19	0.3285595
C1QA	-1.04	0.3285902
SCN3B	-0.615	0.3286078
SFR1	-1.1	0.3286187
MEIG1	-1.75	0.3286567
TCEB1	0.506	0.3286937
SGO2	-0.682	0.3286937
IRAK1BP1	-0.555	0.3287119
ZNF70	-0.707	0.3287317
LOC105371920	-0.732	0.3287625
GOLGA1	-0.56	0.3288141
SULT2A1	2.22	0.3288458
NALT1	0.591	0.328869
POU5F1P4	-1.24	0.3289182
CRYGC	1.45	0.3289209
SF3B4	-0.542	0.328976
G6PC3	-1.83	0.3289871
AGL	-0.609	0.3290076
TMEM198	-1.4	0.3290496
LOC102724842	0.515	0.3291543
CERK	0.608	0.3291951
C5ORF24	1.08	0.329235
ILDR2	-0.538	0.329237
LOC105372179	1.18	0.3292666
NT5C2	-0.63	0.3292954
NFKBIZ	0.527	0.3293419
ARHGAP24	-2.0	0.3293569
C8ORF34	-1.82	0.3293858
TNKS2	0.52	0.32939
CHL1	-0.748	0.3294138
ART3	-2.29	0.3294196
ZNF29P	1.06	0.3294197
DRAP1	0.518	0.3294244
SLF1	0.772	0.3294386
MAP4	1.14	0.3294627
HP1BP3	0.52	0.3294786
NOP9	0.569	0.3294791
HDLBP	-0.555	0.3295455
CLEC5A	-2.93	0.3295919
LRRC63	-1.31	0.3296062
IPO7	0.556	0.3296256
RIN1	0.746	0.3296763
MCTP1	0.571	0.3296852
MSRB1	-0.687	0.329729
PACS2	-0.518	0.329774
ST6GAL1	-0.693	0.3297818
FAM204A	-0.577	0.3298409
LINC00836	-0.794	0.3298622
NKX2-1-AS1	0.907	0.3298634
LOC100506691	1.42	0.3298755
LOC101928510	1.47	0.3298774
BLVRB	-0.671	0.3300022
CTNNA2	0.716	0.3300142
ZBTB39	0.535	0.330122
LOC440173	0.848	0.3301328
MCCC2	-1.11	0.3301863
SYMPK	-0.932	0.3302049
MYO1C	-0.548	0.3302771
HSP90B1	0.525	0.3302917
SDS	-0.601	0.3303089
MIR146A	0.753	0.3303785
ZNF334	-1.18	0.3303791
LINC01599	-1.32	0.3304095
NPM3	0.642	0.3304297
TTC32	-0.635	0.3305082
MKLN1	-0.58	0.3306265
DIXDC1	-0.671	0.330641
CAPN15	1.16	0.330659
AGBL3	1.33	0.3306817
TNFSF13	-0.597	0.3307054
RAP1GDS1	0.99	0.3307524
PRKCSH	-0.555	0.3308115
HSD11B1L	0.531	0.3308395
PTGS2	-1.28	0.3308657
ANKRD33	-0.773	0.3309614
GNMT	-1.46	0.3309862
ELFN1	0.526	0.3310184
DLEU7-AS1	-1.96	0.3310393
HORMAD1	0.559	0.331048
SEZ6L2	0.699	0.3310745
ZCWPW1	-1.04	0.3310831
KCNK4	0.807	0.3311118
ATL2	0.701	0.3311884
SYNRG	-0.521	0.3312709
YIPF1	0.511	0.3313076
TSR3	1.51	0.3313597
LOC283194	0.867	0.3313879
TMEM177	0.598	0.3314535
MYL1	1.72	0.3314572
PEX6	-1.49	0.3314586
GUF1	-0.79	0.3314623
LOC102724362	0.509	0.3315525
UBE2QL1	1.59	0.3315782
CNGA1	-0.595	0.331602
SOX11	0.849	0.3316319
LOC646214	-0.616	0.3317141
DYRK2	0.555	0.3317572
OR51B6	-0.508	0.3318113
CCDC138	1.68	0.3318448
KRT35	1.4	0.3318855
ARID3B	0.628	0.3319086
MPLKIP	0.516	0.3319169
LOC286238	0.707	0.331954
LINC00630	-1.52	0.3319553
GALNT2	0.623	0.3319629
CTC1	-1.85	0.3320196
ZNF271P	-0.553	0.332087
ETV5	0.684	0.3321773
FBN1	-0.607	0.3323007
LINC00559	1.25	0.3323576
CRISPLD2	0.549	0.3323664
GAK	1.05	0.3323741
AKAP17A	0.578	0.3324202
COQ3	0.753	0.332424
MEF2A	-0.652	0.3324247
PMS2P3	-0.566	0.3324412
C5	-0.677	0.3325046
CROCC	1.56	0.3325199
SIGLEC17P	0.525	0.3325554
MPZL2	-1.36	0.332565
ATF5	1.02	0.3325685
BRMS1L	0.567	0.3325891
HTT	0.523	0.3326228
LOC284379	-0.905	0.332647
UCMA	-1.14	0.3326547
GRIN2C	1.92	0.3326801
LOC646626	1.64	0.3327259
HLTF	-0.527	0.3327277
PLAT	-0.699	0.3327468
HOXC5	1.14	0.3327774
CAMSAP2	0.723	0.3327785
LOC93463	-2.25	0.3328459
C16ORF89	-0.571	0.3328867
NLRX1	-1.36	0.3328931
ASB2	-0.868	0.332922
SNX18	0.697	0.3329783
AQP4	0.607	0.3329983
LPP-AS2	-0.784	0.3330009
FKBP5	-0.867	0.3330069
MROH9	-1.51	0.3330444
KIZ	0.635	0.3330473
RPUSD3	1.68	0.3330674
VPS41	-0.517	0.3331523
ASB7	-0.67	0.3331735
MPI	-0.845	0.3331974
CDX4	1.3	0.3332114
LSAMP	0.502	0.3332185
KIAA1549	-0.673	0.3333045
NSD1	-0.564	0.333309
LINC00920	-1.23	0.3333315
ATP1A1	1.22	0.3333771
ZC3H14	1.2	0.3333903
PNO1	-0.752	0.3335173
GNPTG	-0.52	0.3335253
CDK2	-1.74	0.333583
TTYH1	-0.51	0.3336052
ATP6	0.559	0.3336506
LOC100132735	1.74	0.3337051
KRTAP5-AS1	0.699	0.3337089
MRPL24	-0.62	0.3337848
DUS3L	0.517	0.3337993
ZNF550	0.51	0.3338003
FAM179A	-0.715	0.333803
LINC00943	0.68	0.3338237
FOCAD	-0.626	0.3338858
CKAP4	0.526	0.3338959
GHR	-0.693	0.3339143
CCT5	0.709	0.3341211
WTIP	1.34	0.3341674
TMEM64	-0.565	0.3341753
DDX53	-1.72	0.334242
COLCA2	-0.673	0.3342914
ZNF346	0.504	0.334337
MEPE	0.972	0.3343597
ERAP1	-1.29	0.3343761
MAP6D1	0.594	0.3343983
ECHDC1	-0.525	0.3345056
KIAA0319	-1.15	0.3345655
ZNF501	-0.722	0.3345671
CCNL1	0.668	0.3347088
PCNX1	-0.643	0.3347238
TIRAP	0.505	0.3347512
TBCE	-0.608	0.3347677
PURA	0.616	0.3348327
GTF2F1	-0.636	0.3348584
DIS3L	-0.562	0.3348838
KLHL10	1.27	0.3348974
PSG1	0.512	0.3349253
TMEM234	1.69	0.334942
SEC23A	0.641	0.3349509
LINC00893	-1.69	0.3349612
FMC1	0.527	0.3350473
BRCC3	-0.546	0.3350609
KIAA1524	-0.669	0.3350633
FLNA	-1.09	0.3350636
PSMB4	0.779	0.335167
OXCT2	0.581	0.335182
VPS8	-0.723	0.3352907
LOC729887	0.818	0.3353316
TBC1D10A	0.551	0.3353464
AGBL5	-0.647	0.3353959
BICC1	-0.692	0.3354247
CLDND2	1.85	0.3354645
TMEM30B	-0.589	0.3354906
HELB	-1.24	0.3355555
NAALADL2-AS3	0.81	0.3355938
SPTA1	1.22	0.335654
NCF1	-0.656	0.3356589
PDZD4	1.33	0.3356673
SUPT4H1	-0.634	0.3356886
HECW2	1.25	0.3357317
LOC100506274	1.19	0.3357609
GABRQ	-1.36	0.3358089
PQLC3	0.929	0.3359889
CREBRF	0.757	0.3361049
VTI1A	-1.46	0.3361697
L3MBTL4	-1.12	0.3361765
TP53	0.728	0.3361986
OIP5-AS1	0.947	0.3362089
PAPPA2	-0.53	0.3362269
HLA-DPB2	0.915	0.3362336
EDNRA	-1.05	0.3362717
PCMTD2	-0.604	0.3363773
ANKRD10-IT1	-0.963	0.3364183
KIAA1147	0.611	0.3364389
AGAP1	0.631	0.3364676
ANKRD34C	0.818	0.3365099
KDM2A	0.513	0.3365249
ACTN2	-0.96	0.3365356
TRIM22	-0.821	0.3365452
PUS3	0.589	0.3365467
PTER	-1.06	0.3365481
LOC100127955	-1.07	0.336558
SHANK3	0.959	0.33662
WDR88	-0.614	0.3366624
HCLS1	-0.989	0.3366627
AIP	0.505	0.3366647
LINC00842	1.67	0.3366719
GCC2-AS1	0.637	0.3366999
SLC9A3R1	0.551	0.3367365
TUBG2	0.589	0.3367599
ALKBH8	0.616	0.3367916
PRAF2	-0.501	0.3368155
DGCR12	-1.68	0.3368656
ERC1	-0.524	0.3368671
ELP6	-1.11	0.3369509
SPIB	1.47	0.3369523
WDR90	0.704	0.3369884
SPHK1	0.841	0.3370176
IL13	-1.51	0.3370453
FLRT1	0.645	0.337055
ST6GALNAC3	-0.563	0.3370799
C14ORF180	0.767	0.3370911
REG1B	1.6	0.3371362
GDF15	-0.884	0.3371437
NRCAM	0.509	0.3371441
PPM1H	-0.606	0.3371962
SPTBN5	-0.606	0.3371992
C9ORF40	0.503	0.3372104
OXT	1.36	0.3372387
TACR2	1.13	0.3372766
EPHA1-AS1	1.27	0.3372774
GYPB	0.893	0.3373012
VIL1	1.12	0.3373131
EIF4E	0.497	0.3374181
MTDH	0.62	0.3374375
LOC101927623	1.26	0.337449
FURIN	0.783	0.3375254
MOP-1	2.29	0.3375392
GLRX5	0.631	0.3375431
COL2A1	-1.36	0.337554
ZZEF1	1.35	0.3376487
KIF11	-2.22	0.3378503
LOC100505666	-0.561	0.3378913
N4BP3	0.563	0.3379881
KCNMB2	0.96	0.3381524
TAS1R2	1.74	0.3381956
MGC40069	1.14	0.3382517
WDR44	0.626	0.3382683
CDC42EP2	-2.36	0.3383081
LGI2	0.878	0.3383474
ALS2	1.07	0.3383682
BRD3	0.524	0.3384119
ADGRF3	-1.19	0.3384622
TMEM92-AS1	-0.703	0.3385202
RETN	0.954	0.3385349
HABP4	0.523	0.338541
HEBP1	0.625	0.338576
PEA15	-0.516	0.3386389
LOC100133669	-1.13	0.338689
TCF21	-1.35	0.338708
LOC101927058	2.3	0.3387431
BRSK1	0.495	0.338752
LOC100132078	0.637	0.3387715
ABHD18	-0.524	0.338773
SLC27A5	-1.63	0.3388024
LINC01094	-0.846	0.3388126
PDE12	0.498	0.3388291
MIXL1	-1.34	0.3388776
MRVI1	-1.33	0.3388886
KRTAP9-8	1.33	0.3389472
LOC100505938	1.31	0.3389782
MSTN	-2.24	0.338989
ANKRD35	0.499	0.3390024
MARC1	-1.15	0.3390492
LOC101928405	0.776	0.3390507
KRR1	-0.56	0.3390779
SPACA1	0.627	0.3391062
DSTYK	0.499	0.339149
C1ORF52	0.794	0.3392474
DDX18	0.51	0.3392585
LOC101927974	0.749	0.3394475
COQ10A	0.597	0.3394888
CHAC1	1.07	0.3395248
SNX17	-0.56	0.3395333
GAREM1	-0.523	0.3396091
FLJ21408	0.547	0.3396191
PARP10	-1.06	0.3396245
ADH7	-0.722	0.3396488
TLK1	2.16	0.3396546
AAK1	0.502	0.3397052
HOXA6	0.497	0.3397244
HPSE2	-0.742	0.3397537
OSBPL7	0.894	0.3398417
EXOSC2	-0.546	0.3399039
PADI2	-0.852	0.3399125
LOC100996506	0.521	0.3399492
THAP11	0.526	0.3399935
CCL27	0.607	0.339995
REV3L	0.527	0.3400218
PCYT1B	-0.68	0.340029
C4ORF22	1.59	0.3400555
MBNL3	-0.914	0.3400599
CPA2	-0.547	0.340082
KIAA0513	1.24	0.3401091
GNL3L	-1.29	0.3401627
IPCEF1	0.939	0.3401628
AIG1	-0.628	0.340238
UQCC1	-1.27	0.3403106
RAB11FIP1	-1.15	0.3403289
DENND4C	0.523	0.3403695
RAMP3	-0.854	0.3403729
ASAP1-IT2	0.511	0.3404304
TAC1	-1.11	0.3404337
MCM9	-0.494	0.3404598
DNAL1	-0.559	0.3404633
UBA52	-0.512	0.3404679
CCL25	1.66	0.340475
LOC401134	2.05	0.340569
KRT33B	0.8	0.3405865
ERBB4	1.36	0.3405892
CCDC124	0.705	0.3406348
LOC103611081	0.534	0.3407093
OXR1	1.26	0.3407169
STX17-AS1	-1.2	0.3407236
ZCCHC10	-0.77	0.3407291
PNCK	0.51	0.3407912
LIX1	-0.689	0.3408358
PLPPR1	-1.36	0.3409094
ORMDL2	-0.707	0.3409335
GTF2E2	0.501	0.3410079
UBR5	0.504	0.3410525
MITF	-0.712	0.3410774
LOC100131763	-1.43	0.3411284
LGR5	-0.657	0.3411622
GALK2	0.614	0.3411719
TTI2	0.552	0.3411863
IRAK4	-0.856	0.3412099
POLI	-0.587	0.3413957
GOLGB1	-0.51	0.3414244
POLR3C	-0.679	0.3414489
PYY	1.11	0.3414748
ENDOD1	-0.79	0.3414786
